Category,Message,Message_Length
0,sell well tons coins sell coins someone thru paypal voila money back life pockets,81
0,theyre lots places hospitals medical places safe,48
1,getting touch folks waiting company txt back name age opt enjoy community psms,78
0,also ive sorta blown couple times recently id rather text blue looking weed,75
0,sent scores sophas secondary application schools think thinking applying research cost also contact joke ogunrinde school one less expensive ones,145
0,cant wait see photos useful,27
1,ur cashbalance currently pounds maximize ur cashin send go pmsg cc po box tcrw,78
0,hey booked kb sat already lessons going ah keep sat night free need meet confirm lodging,88
0,chk ur belovd ms dict,21
0,time want come,14
0,awesome lem know whenever youre around,38
0,shb b ok lor thanx,18
0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night,102
0,also remember get dobbys bowl car,33
1,filthy stories girls waiting,28
0,sorry c ur msg yar lor poor thing one night tmr ull brand new room sleep,72
0,love isnt decision feeling could decide love life would much simpler less magical,81
0,welp apparently retired,23
0,sort code acc bank natwest reply confirm ive sent right person,62
0,u sure u cant take sick time,28
1,urgent trying contact u todays draw shows å prize guaranteed call land line claim validhrs,90
0,watching cartoon listening music amp eve go temple amp church u,63
0,yo chad gymnastics class wan na take site says christians class full,68
0,much buzy,9
0,better still catch let ask sell ltgt,36
0,sure night menu know noon menu,30
0,u want come backa beautiful necklace token heart youthats give wife likingbe seeno one give thatdont call mei wait till come,124
0,willing go aptitude class,25
0,wont b trying sort house ok,27
0,yar lor wan go c horse racing today mah eat earlier lor ate chicken rice u,74
0,haha awesome omw back,21
0,yup thk e shop closes lor,25
0,account number,14
0,eh u send wrongly lar,21
0,hey ad crap nite borin without ya boggy u boring biatch thanx u wait til nxt time il ave ya,91
0,ok shall talk,13
0,dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing,100
0,hey pay salary de ltgt,22
0,another month need chocolate weed alcohol,41
0,started searching get job dayshe great potential talent,55
0,reckon need town eightish walk carpark,38
1,congrats mobile g videophones r call videochat wid mates play java games dload polyph music noline rentl,104
0,look fuckin time fuck think,27
0,yo guess dropped,16
0,carlos says hell mu ltgt minutes,32
0,im office call ltgt min,23
0,geeee miss already know think fuck cant wait till next year together loving kiss,80
0,yun ahthe ubi one say ì_ wan call tomorrowcall look ireneere got bus ubi cresubi tech parkph st wkg daysìn,106
0,ugh got ta drive back sd la butt sore,37
0,th july,7
0,hi im relaxing time ever get every day party good night get home tomorrow ish,77
0,ì_ ìï wan come come lor din c stripes skirt,43
0,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas,95
0,cant dont number,16
0,change e one next escalator,27
0,yetunde im class run water make ok pls,38
0,lot happened feels quiet beth aunts charlie working lots helen mo,65
0,ì_ wait bus stop aft ur lect lar dun c ì_ go get car come back n pick ì_,72
0,aight thanks comin,18
0,nobut heard abt tat,19
1,please call customer service representative freephone ampm guaranteed å cash å prize,84
0,yeshe really greatbhaji told kallis best cricketer sachin worldvery tough get,77
0,ltgt think say syllabus,23
0,umma say anything,17
0,give sec think think,20
1,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd call optout,118
0,dont quite know still cant get hold anyone cud pick bout pm see theyre pub,74
0,poyyarikaturkolathupalayamunjalur posterode dis ltgt,52
0,dear heroi leaving qatar tonite apt opportunitypls keep touch ltemailgt kerala,78
0,lol would mom would fit tell whole family crazy terrible,56
0,got home babe still awake,25
0,dunno close oredi ìï v fan,26
0,buy pizza meat lovers supreme u get pick,40
0,ya toldshe asking wats matter,29
0,dearregret cudnt pick calldrove frm ctla cochin homeleft mobile carente style ishtamayoohappy bakrid,100
1,free st week nokia tone ur mob every week txt nokia get txting tell ur mates wwwgetzedcouk pobox wwq normptone,110
0,shall send exe mail id,22
0,nope watching tv home going v bored,35
0,knowwait check,14
0,good afternoon glorious anniversary day sweet j hope finds happy content prey think send teasing kiss across sea coaxing images fond souveniers cougarpen,153
1,guess somebody know secretly fancies wan na find give us call landline dateboxessexcmxn pmin,92
0,still tonight,13
0,may call later pls,18
0,hasnt pattern recently crap weekends,36
0,sore throat scratches talk,26
0,yes da plm ur office,20
0,around still asleep v,21
0,lol forgot eh yes ill bring babe,32
0,good well find way,18
0,use foreign stamps country good lecture,39
0,yup bathe liao,14
0,happy new year man,18
0,oh mr sheffield wan na play game okay youre boss im nanny give raise ill give one,81
0,zoe hit im fucking shitin il defo try hardest cum morow luv u millions lekdog,77
0,hello baby get back moms setting computer filling belly goes loverboy miss already sighs,88
0,blankets sufficient thx,23
0,naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt,105
0,edison rightly said fool ask questions wise man answer know us speechless viva gm,81
0,talking thats de wont,21
0,today going college able atten class,36
0,im class holla later,20
0,easy ahsen got selected means good,34
0,mmm thats better got roast iåõd b better drinks good indian,59
1,know someone know fancies call find pobox lshb p,48
0,come round,10
0,thing change sentence want concentrate educational career im leaving,68
1,flirting txt girl bloke ur name age eg girl zoe join get chatting,65
0,walked hour c u doesnåõt show care wont u believe im serious,60
1,days euro kickoff u kept informed latest news results daily unsubscribe send get euro stop,90
0,available soiree june rd,24
0,u noe wat time e place dat sells closes,39
0,got another job one hospital data analysis something starts monday sure thesis got finished,91
0,jays getting really impatient belligerent,41
0,hiya comin bristol st week april les got rudi new yrs eve snoringthey drunk u bak college yet work sends ink bath,113
0,im work please call,19
0,u drive lor,11
0,ard like dat,12
0,tell theyre female v howre throwing deciding get,48
1,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win å cash wkentp,92
0,im working technical support voice processnetworking field,58
0,might come kerala daysso prepared take leave finalise dont plan travel visitneed finish urgent works,100
0,ok sure time tho sure get library class try see point good eve,62
1,new local dates area lots new people registered area reply date start wwwflirtpartyus replys,92
0,thats fine ill bitch later,26
0,mum went dentist,16
0,free call sir waiting,21
0,meeting u work tel shall work tomorrow,38
1,someone u know asked dating service contact cant guess call revealed po box wu,78
0,jus finish bathing,18
0,alright ill make sure car back tonight,38
1,urgent trying contact u todays draw shows å prize guaranteed call land line claim c validhrs,92
1,dear uve invited xchat final attempt contact u txt chat,55
0,lul im gettin juicy gossip hospital two nurses talking fat gettin one thinks shes obese oyea,92
0,aight ill get fb couple minutes,31
0,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz,74
0,download clear movies dvd copies,32
0,yep pretty sculpture,20
0,convey regards,14
0,watching surya movie pm vijay movie pokkiri,43
0,tell happen dont behave like ok need say,40
0,u get pic msgs phone,20
0,send someone else,17
0,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,80
0,love start attractioni feel need every time around meshe first thing comes thoughtsi would start day end hershe every time dreamlove every breath namemy life happen around hermy life named heri would cry herwill give happiness take sorrowsi ready fight anyone heri love craziest things herlove dont proove anyone girl beautiful lady whole planeti always singing praises herlove start making chicken curry end makiing sambarlife beautiful thenwill get every morning thank god day mei would like say lotwill tell later,516
0,frndship like needle clock though v r clock v r nt able met evn v meetitz seconds bt v alwys stay conected gud,110
0,dont think spatula hands,24
0,never nothing,13
1,awarded sipix digital camera call landline delivery within days cs box mbp yr warranty ppm p på,95
0,goodmorning today late ltdecimalgt min,38
1,win urgent mobile number awarded å prize guaranteed call land line claim valid hrs ppm,86
0,please da call mistake side sorry da pls da goto doctor,55
0,r meeting,9
0,well weather calis great complexities great need car move freely taxes outrageous great place sad part missing home,115
0,reached home tired come tomorro,31
0,ryder unsoldnow gibbs,21
1,dear subscriber ur draw å gift voucher b entered receipt correct ans elvis presleys birthday txt answer,103
0,dont fret ill buy ovulation test strips send wont get til like march send postal addressull alrightokay,103
0,gifts trying get throw cliff something,38
0,ne thing interesting good birthday u wrking nxt started uni today,65
0,busy come point figure tomorrow,31
0,yeah go bored depressed sittin waitin phone ring hope wind drops though scary,77
0,black shirt n blue jeans thk c ì_,33
0,aiyah sorry lor watch tv watch forgot check phone,49
1,message important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting,112
0,hen night going swing,21
0,good afternoon love goes day woke early online waiting hmmm italian boy online see grins,88
0,someone smoke every time ive smoked last two weeks calling texting wanted smoke,79
0,youll get headache trying figure u trust math promise,53
0,sfirst timedhoni rocks,22
0,ok ill tell company,19
0,awesome think get th usf time tonight,37
0,means still think teju,22
0,im good movie ok leave hourish,30
0,nothis kallis home groundamla home town durban,46
0,lets make saturday monday per convenience,41
0,hey time driving fri go evaluation fri,38
1,å price claim call,18
0,im going lunch wif family aft dat go str orchard lor,52
1,bored speed dating try speedchat txt speedchat dont like em txt swap get new chatter chat poboxwwq pmsg rcd,107
0,cancel cheyyamoand get money back,33
1,want anytime network mins text new video phone five pounds per week call reply delivery tomorrow,96
0,okok okthenwhats ur todays plan,31
0,good morning princess,21
0,aiyar sorry lor forgot tell u,29
1,taking part mobile survey yesterday texts use however wish get txts send txt tc wwwtxtcom p,91
0,tonight mate catching sleep new number way,42
0,height oh shit situation guy throws luv letter gal falls brothers head whos gay,79
1,ur hmv quiz cashbalance currently å maximize ur cashin send hmv pmsg,68
0,check errors difficulties correction,36
0,howz painhope u r fine,22
0,sorry ill call later,20
0,good morning princess,21
0,entered cabin pa said happy bday boss felt special askd lunch lunch invited apartment went,90
0,u wake already thanx e tau sar piah quite nice,46
0,k need login anything,21
1,dont forget place many free requests stchoicecouk wish information call,71
0,lol busy,8
0,u wearing,9
0,messagesome text missing sendername missing number missing sentdate missing missing u lot thats everything missing sent via fullonsmscom,136
0,ohas usual vijay film different,31
1,dont know u u dont know send chat lets find pmsg rcvd hgsuitelandsrowwjhl ldn years,83
0,good day mine really busy much tomorrow night,45
0,way send shades stuff wonderful,31
0,really tot ur paper ended long ago wat u copied jus got use u happy lar still haf study,87
1,thank winner notified sms good luck future marketing reply stop customer services,81
0,babe lost,9
0,ok help ask shes working tmr,28
0,im driving raining ill get caught e mrt station lor,51
0,drop tank,9
0,said text one time,18
0,sorry ill call later,20
0,ok go change also,17
1,girls many local u r virgins r ready fil ur every sexual need u fil text cute åp,80
0,u find sitter kaitlyn sick slept day yesterday,46
0,sorry man accidentally left phone silent last night didnt check til got,71
0,hey something came last min think wun signing tmr hee,53
0,hes adult would learn experience theres real danger dont like peeps using drugs dont need comment,97
0,hey theres veggie pizza,23
0,yun buying school got offer plus,32
0,sure neighbors didnt pick,25
0,k sent,6
1,free entry wkly comp win fa cup final tkts st may text fa receive entry questionstd txt ratetcs apply overs,107
0,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct,100
0,well im computerless time make oreo truffles,44
0,haha yeah see sec,17
0,number sir,10
0,lol im hot air balloon,22
0,ok bus come soon come otherwise tomorrow,40
0,msgs r time passthey silently say thinking u right also making u think least moment gd ntswt drms shesil,104
0,yeah probably swing roommate finishes girl,42
1,got takes take part wrc rally oz u lucozade energy text rally le p see packs lucozadecoukwrc itcould u,102
0,happy new years melody,22
0,ìï dun need pick ur gf,22
0,yay better told girls either,28
0,horrible u eat macs eat u forgot abt already rite u take long reply thk toot b b prepared wat shall eat,103
0,say fantastic chance anything need bigger life lift losing live think would first person die n v q,98
0,nw came hme da,14
0,im outside islands head towards hard rock youll run,51
0,day class class,15
0,im chennai velachery,20
0,flippin shit yet,16
0,k give sec breaking ltgt cstore,31
0,much bad avoid like,19
0,yo around got car back,22
0,annoying isnt,13
0,goodmorning today late ltgt min,31
0,theres point hangin mr right hes makin u happy,46
0,come alivebetter correct good looking figure,44
0,case guess ill see campus lodge,31
0,done,4
0,come home one last time wont anything trust,43
0,night worrying appt shame missed girls night quizzes popcorn hair,65
1,sex ur mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabecouk pics åwk,92
0,ok c ya,7
1,new voicemail please call,25
0,said matter mind saying matter,30
0,also knows lunch menu da know,29
0,al moan n e thin goes wrong faultal de arguments r faultfed himso bother hav go thanxxx,87
0,neft transaction reference number ltgt rs ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,101
0,otherwise part time job natuition,33
0,know called,11
0,also da feel yesterday night wait til day night dear,52
0,thanks understanding ive trying tell sura,41
1,win year supply cds store ur choice worth å enter å weekly draw txt music tscs wwwldewcomsubswinppmx,100
0,whole car appreciated last two dad map reading semi argument apart things going ok p,84
1,sim subscriber selected receive bonus get delivered door txt word ok claim pmsg exp apr,87
0,need strong arms,16
0,also maaaan missing,19
0,bday real april,15
0,guessin aint gon na,19
0,ok come ur home half hour,25
0,yo game almost want go walmart soon,35
0,yeah probably sure ilol let u know personally wuldnt bother ur goin mite well,77
0,ill text creepy like wont think forgot,38
0,would good û_ ill phone tomo lunchtime shall organise something,63
1,new voicemail please call,25
0,damn make tonight want wait til tomorrow,40
0,kkim also finewhen complete course,34
0,true passable get high score apply phd get years salary makes life easier,73
1,nokia tone ur mob every week txt nok st tone free get txtin tell ur friends ptone reply hl info,95
0,prakesh know,12
0,teach apps da come college,26
0,rofl betta invest anti aging products,37
1,winner u specially selected receive å cash holiday flights inc speak live operator claim,88
0,sir receive account another hr time sorry delay,47
1,reply name address receive post weeks completely free accommodation various global locations wwwphbcom php,106
0,ì_ll submitting da project tmr rite,35
1,free entry å weekly comp send word enter tc wwwtextcompcom cust care,68
0,jus ans lar ull noe later,25
0,want send something sell fast ltgt k easy money,47
0,got things may pub later,24
0,finish meeting call,19
0,lol ok ill snatch purse,23
0,hellodrivbyquit edrunk sorry iff pthis makes senrddnot dancce drum n basqihave fun nhite x ros xxxxxxx,102
0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,83
0,much getting,12
0,ur paper e morn aft tmr,23
0,dear relieved westonzoyland going plan end,42
0,hope great new semester wish best made greatness,48
0,oh yes speak txt u hmm u get email,34
0,want show world princess europe,31
0,nobody decide eat dad wants chinese,35
0,shoot im docs waiting room,26
0,im going dinner soon,20
0,hello site download songs urgent pls,36
0,know u mean king havin credit im goinbed night night sweet onlymore sleep,73
0,horrible gal sch stuff come u got mc,36
0,hi hun im comin nitetell every im sorry hope u ava goodtimeoli rang melnite ifink mite b sortedbut il explain everythin monlrsx,127
0,call later dont network urgnt sms,33
0,ummmmmaah many many happy returns day dear sweet heart happy birthday dear,74
1,please call immediately urgent message waiting,46
0,yeah like goes like friends imma flip shit like half hour,57
0,mum say wan go go shun bian watch da glass exhibition,53
0,plan pongal,11
0,wait till end march el nino gets oh,35
0,yet chikkugoing room nw im bus,30
0,also cbe pay,12
0,honey boo im missing u,22
0,sent jd customer service cum accounts executive ur mail id details contact us,77
0,yo im parents gettin cash good news picked downstem,51
0,thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy,110
1,hungry gay guys feeling hungry call pmin stop texts call pmin,61
0,ok wahala remember friend need,30
0,see half hour,13
0,im inperialmusic listeningthe weirdest track ever byåóleafcutter johnåósounds like insects molestedsomeone plumbingremixed evil men acid,136
0,hey sorry didntgive ya bellearlier hunny,40
0,seriously tell exact words right,32
1,u get phone wan na chat set meet call u cum moro luv jane xx callsåminmoremobsemspoboxpowa,90
0,tee hee lecture cheery bye bye,30
0,sorry chikku cell got problem thts nt able reply u msg u,56
0,still havent collected dough pls let know go place sent get control number,74
0,ok,2
1,network operator service free cs visit biz,42
0,let know contact ive settled room lets know ok,46
0,wot u u weirdo,14
0,lor,3
0,dont put phone silent mode ok,29
0,meet ì_ depends ì_ wan lor,26
0,waiting tv show start lor u leh still busy ur report,52
0,oh ho first time u use type words,33
0,one doesnt stalk profiles,25
0,ever green quote ever told jerry cartoon person irritates u always one loves u vry much fails express gud nyt,109
0,yes thought thanks,18
0,shes drinkin im ok,18
0,wondering others took,21
0,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,112
0,dog must always wait till end day word run time cell already,60
0,happy new year u,16
0,heygreat dealfarm tour pm pax deposit may,41
0,eat jap done oso aft ur lect wat ìï got lect rite,49
0,hey babe saw came online second disappeared happened,52
0,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wishes,114
0,happy birthday may ur dreams come true,38
0,aiyah u ok already lar e nydc wheellock,39
0,tell said eat shit,18
0,sure driving reach destination soon,35
0,k much th fifty,15
0,daily text ûò favour time,25
0,great hear settling well whats happenin wit ola,47
0,cocksuckers makes feel better ipads worthless garbage novelty items feel bad even wanting one,93
0,tot u reach liao said tshirt,28
0,fran decided go n e way im completely broke knackered got bout c u mrw love janx ps dads fone credit,100
0,cant pick phone right pls send message,38
0,right ill make appointment right,32
0,designation software developer may get chennai,46
1,enjoy jamster videosound gold club credits new videosounds logosmusicnews get fun jamstercouk help call,103
1,get lions england tone reply lionm mono lionp poly go wwwringtonescouk original n best tones gbp network operator rates apply,125
0,jokin oni lar ìï busy wun disturb ì_,36
0,ok careful dont text drive,26
0,ill always even spirit ill get bb soon trying sure need,55
0,u r much close heart u go away shattered plz stay,49
0,love u babe r u sure everything alrite idiot txt bak girlie,59
0,abt making pics bigger,22
0,got got colours lor one colour quite light n e darker lor actually im done shes styling hair,92
0,whenevr ur sad whenevr ur gray remembr im listn watevr u wan na say jus walk wid little whileamp promise ill bring back ur smile,128
0,nothing ok anyway give treat,28
1,win newest ûïharry potter order phoenix book reply harry answer questions chance first among readers,100
0,ok,2
0,correct work today,18
0,sent scream moan bed princess,29
0,wake long ago already dunno thing,33
0,oh getting even u u,19
0,thk shd ok said plus minus ì_ leave line paragraphs,51
0,call plz number shows coveragd area urgnt call vasai amp reach clock call plz,77
0,yeah jays sort fucking retard,29
0,sorry bathroom sup,18
1,ur balance å ur next question sang uptown girl answer txt ur answer good luck,77
0,exam february wish great day,28
0,dont know come ask questions like dont mistake,46
0,aight rush ill ask jay,22
0,good morning plz call sir,25
0,ok lar u sleep early nite,25
0,oh icic k lor den meet day,26
0,oh half hour much longer syria canada eh wow must get much work done day us extra time grins,92
0,sometimes put walls around heartsnot safe getting hurt find cares enough break walls amp get closer goodnoon,108
0,sweet may may go u meet carlos gauge pattys interest,52
0,buying today ìï need c meh,26
0,aight sorry take ten years shower whats plan,44
0,every mondaynxt week vl completing,34
0,might ax well im,16
0,chill another hrs could sleep pain surgical emergency see unfolds okay,70
0,yeah ill try scrounge something,31
0,crazy ar hes married ìï like gd looking guys frens like say hes korean leonas fave dun thk aft thinking mayb prob ill go,120
0,somewhere fredericksburg,24
0,que pases un buen tiempo something like,39
0,ok stay night xavier sleeping bag im getting tired,50
0,doesnt need test,16
0,nothing much chillin home super bowl plan,41
1,freeday sexy st georges day pic jordantxt pic dont miss every wk saucy celeb pics c pocketbabecouk åwk,102
0,bugis oso near wat,18
0,yo theres class tmrw right,26
0,let ur heart ur compass ur mind ur map ur soul ur guide u never loose worldgnun sent via waysmscom,98
0,goodnight sleep well da please take care pa please,50
0,baaaaabe misss youuuuu go teach class,37
0,convey regards,14
0,u ned convince tht possible witot hurting feeling main,54
0,good afternoon loverboy goes day luck come way think sweetie send love across sea make smile happy,98
0,start sending blackberry torch nigeria find buyer melike month tell dad buy bb anyone oh,88
0,ltgt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt mins whn u read,205
0,yo dude guess got arrested day,30
0,shuhui say change suntec steamboat u noe r u,44
0,dance river,11
0,yetunde im sorry moji seem busy able go shopping please find way get wanted us get please forgive reply free via yahoo messenger,128
0,hey really pretty late want go lesson first join im reaching tp mrt,67
1,hot live fantasies call p per min ntt ltd po box croydon cr wb k,64
0,bbq sat mine ish ur welcome come,32
0,dont know thing thats wrong everyso often panicks starts goin bout bein good enough û_,86
0,alright im outhave good night,29
0,try making another butt,23
0,hope feeling great pls fill abiola,34
0,though shd go n fun bar town something ûò sound ok,50
0,go write msg put dictionary mode cover screen hand press ltgt gently remove ur hand interesting,95
1,bears pic nick tom pete dick fact types try gay chat photo upload call pmin stop texts call,91
1,new mobiles must go txt nokia collect todayfrom å wwwtcbiz optout gbpmtmsg txtauction,85
0,finally ready fyi,17
0,auntie huai juan never pick phone,33
1,double mins double txt price linerental latest orange bluetooth mobiles call mobileupd latest offers calloptoutlf,113
0,ya tel wats ur problem,22
1,nokia tone ur mob every week txt nok st tone free get txtin tell ur friends ptone reply hl info,95
0,dnt wnt tlk wid u,17
0,spend days waiting ideal path appear front us forget paths made walking waiting goodnight,89
0,ok arm feeling weak cuz got shot go another time,48
0,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei already see netno ticket availablei want book ticket tackle,147
0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person,175
0,thats ok popped ask bout something said youd around tonght wen girl comes,73
0,e best ur exam later,20
0,hope ur head doesnt hurt much ploughing way pile ironing staying chinky tonight come round like,95
0,oh ki think wi nz players unsold,32
0,haha got fast lose weight thk muz go month den got effect geelater go aust put bk e weight,90
0,wonder got online love gone net cafe get phone recharged friends net think boytoy,81
0,haha kidding papa needs drugs,29
0,thk shld b ya wana go lessons haha go one whole stretch,55
0,oh ok,5
0,r still meeting dinner tonight,30
0,thats cool gentleman treat dignity respect,42
0,shall start hear,16
0,wait u lor need feel bad lar,28
0,check got detailed message,26
0,registered sinco payee log icicibankcom enter urn ltgt confirm beware frauds share disclose urn anyone,102
0,decided people care stuff vote caring stuff losers,50
0,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u,83
0,registered sinco payee log icicibankcom enter urn ltgt confirm beware frauds share disclose urn anyone,102
0,cool fun practicing making babies,33
0,actually getting ready leave house,34
0,kkany special today,19
1,urgent important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting,111
0,got ta,6
0,ive got ten bucks jay noncomittal,33
0,hungry,6
0,pls speak customer machan,25
0,somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams,92
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,141
1,dear uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yrs,91
0,wats ur opinion abt abt character,33
0,jay snickering tells x totally fucking chords speak,51
0,nofew hours beforewent hair cut,31
0,wonder cos dun rem seeing silver car thk saw black one,54
0,lmao take pic send,18
0,speak feel words better silence gud mrng,40
0,shes currently scotland,23
0,work week,9
1,congratulations ur awarded either å cd gift vouchers free entry å weekly draw txt music tncs wwwldewcom winppmxage,114
0,lol great im getting hungry,27
0,yes saw message,15
0,ill mu like ltgt seconds,24
0,ok,2
0,thing r good thanx got exams march ive done revision fran still boyf ive got ta interviw exeter bit worriedx,108
0,tell make little spreadsheet track whose idea smoke determine smokes much entire month february,95
1,sale arsenal dartboard good condition doubles trebles,53
0,dont look back building coat dont want get sick hurry home wear coat gym,72
0,painful personal thought always try keep everybody happy time nobody recognises alone,85
0,thanks lovely wisheds rock,26
0,intrepid duo great time see soon,32
0,asked sen come chennai search job,33
0,dad went oredi,14
0,jus hope true missin cos im really missin havent done anything feel guilty yet,78
0,wat late still early mah juz go dinner lor aiya dunno,53
0,arms fine hows cardiff uni,26
0,fact leave think addie goes back school tues wed,48
0,cool breeze bright sun fresh flower twittering birds waiting wish u goodmorning amp nice day,92
0,yagoing restaurant,18
0,ok askd u knw tht,17
1,free st week entry textpod chance win gb ipod å cash every wk txt pod tscs wwwtextpodnet custcare,97
0,ducking chinchillas,19
0,marriage function,17
0,looks like u wil b getting headstart im leaving bout ish u r desperate company could head earlierwe goin meet rummer,116
0,donût give flying monkeys wot think certainly donût mind friend mine,68
1,registered optin subscriber ur draw å gift voucher entered receipt correct ans whats bbc charts,95
0,say thanks,10
0,msg rajini comes,16
0,ya ì_ taking ure practical lessons start june,45
0,thats good need drugs,21
0,stupidits possible,18
0,ì_ decide faster cos sis going home liao,40
1,summers finally fancy chat flirt sexy singles yr area get matched reply summer free join optout txt stop help,109
0,u sleeping going take haha got spys wat online checking n replying mails lor,76
1,claire havin borin time alone u wan na cum nite chat hope c u luv claire xx callsåminmoremobsemspoboxpowa,105
0,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose,98
1,bought one ringtone getting texts costing pound offering tones etc,66
0,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf nt yet ovr chikkuali vargu lyfu meow meowd,129
0,kinda first one gets twelve aah speak tomo,42
1,urgent mobile xxxxxxxxx å bonus caller prize nd attempt reach call asap,71
0,ok good later come find ì_ c lucky told ì_ go earlier later pple take finish ì_,79
0,wat makes u thk ill fall actually thk im quite prone falls lucky dad home ask come n fetch already,98
1,guaranteed latests nokia phone gb ipod mp player å prize txt wordcollect tcllc nyusa pmt msgrcvd,96
0,account refilled successfully inr ltdecimalgt keralacircle prepaid account balance rs ltdecimalgt transaction id kr ltgt,120
0,wont touch permission,21
1,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg day lucy x callsåminmobsmorelkpoboxhpfl,111
0,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear,123
0,take small dose tablet fever,28
0,oh u must taken real valentine shopping first,45
0,sent email ûò address incomm right,34
0,gon na blakes night might able get little early,47
0,friendship game play word say doesnt start march ends may tomorrow yesterday today e,84
0,nice waitshould texting right im gon na pay ticket ya know,58
0,im watching lotr w sis dis aft u wan meet dinner nite,53
0,keeping away like,17
0,think far find check google maps place dorm,43
0,trip ok quite tiring lor uni starts today ok cos im taking modules jus concentrating final yr project,101
0,always saying welp,18
0,im guy browsin compulsory,25
0,ok,2
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu,94
0,sorry ill call later,20
0,add dont really care cant least get dude fuck hey money want,60
0,hello lover goes new job happy think wake slave send teasing kiss across sea,76
0,told number gautham,19
0,tell need investigate anywhere,30
0,ok juz receive,14
0,cant believe said many things morning really wanted say good morning love beautiful morning see library later,109
1,account credited free text messages activate txt word credit tcs wwwbiz,71
0,end might still vomit okay everything come,42
0,moneyas youmoney aint thinghow sha,34
0,everything weather keep extra warm cold nothing serious pls lots vitamin c,74
0,hey gals anyone u going e driving centre tmr,44
0,im always yahoo messenger send message ill get may send mobile mode sha ill get reply,85
0,im putting ready lttimegt,25
0,time n smile r two crucial things life sometimes time makes us forget smile sometimes someones smile makes us forget time gud noon,130
1,sms ac jsco energy high u may know channel day ur leadership skills r strong psychic reply ans wquestion end reply end jsco,123
0,hostbased idps linux systems,28
1,hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call,81
0,dawhats plan,12
0,ill ltgt ok,11
0,oh god im almost home,21
0,total video converter free download type google search,54
1,thanks vote sing along stars karaoke mobile free link reply sing,64
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,141
0,sounds like something someone testing would sayy,48
0,u love someone dont make love u much u love much dont want loved anyone except gud nit,86
0,peteis phone still jenny college leannewhat,43
0,oops sorry check dont mind picking tomo half eight station would ok,67
0,hey sweet wondering moment might come want send file someone wont go yahoo connection sucks remember set page go download format disc could tell know way download big files download stuff directly internet help would great prey teasing kiss,240
0,hows champ leaving glasgow,26
0,kall bestcongrats,17
0,wonder youll get text,21
0,need come home give good lovin,30
1,brand new mobile music service live free music player arrive shortly install phone browse content top artists,109
0,shall ask one thing dont mistake,32
0,check wid corect speling ie sarcasm,35
1,urgent mobile awarded å bonus caller prize nd attempt contact call boxqu bt national rate,89
0,angry happen dear,17
0,thk u dun haf hint e forum already lor cos told ron n darren going tell shuhui,78
0,yup ok thanx,12
0,hicts employee,14
0,pls pls find aunt nike,22
0,wow love sooo much know barely stand wonder day goes well love think miss,73
0,screaming means shouting,24
0,hey happen de alright,21
0,picked receipt something earlier,32
0,think chennai well settled,26
0,oh dang didnt mean send lol,27
0,unfortunately ive found pick sister airport evening dont think ill going try go one th,86
0,horrible bf v hungry,20
0,remember day,12
1,nokia get win free auction take part send nokia hgsuitelands rowwjhl,68
0,hows feel mr real valentine yo valentine even tho u hardly play,63
